Name,Review,UpVotes,Rating,Date
Max Luang,"This app is pretty good. Plays a lot of file formats and does what it is intended perfectly. I can also group music video and make playlists. But there is really 1 feature that I feel is really missing. Sort by date in the video section. I am serious, I cannot search through all of my videos for a specific file name all the time. You can sort by date in audio, but not video. Other than that, app is great.",1190,2,"March 24, 2020"
dumbdumb Note3,Great for local playing but refuses to save network username  passwords asking for them to be entered on every file I open....,2,4,"April 26, 2020"
Subhan Javed,Good app happy with it allows another volume feature which allows your movie or whatever video you are watching upto 200 available on both your phones and laptops,2,2,"April 25, 2020"
Arnold Cheaps,"Thank you. The app is wonderful. However, 2 updates ago, i was able to infinitely loop a Playlist of webm music even when the phone screen is off. Now, when the screen is off, it wud only play one song then exits. It's so frustrating. However, if I loop one track, while the screen is off, I have no problem. You're doing a wonderful job. I hope, you can address my concern. Thank you",1022,4,"March 31, 2020"
Birju Bhatt,Good app...but i dont like only one point...i change Orientation from setting set Portrait...after when i change from video screen ... orientation icon..that time first one toast display and after i need to touch that icon again...and i miss that 4-5 second video part because i stuck in video orientation change ....why i cant change directly touch on screen....by the way...i dont like and don't want use automatically orientation by mobile...i want maemuelly...how to do that without toast,19,3,"April 2, 2020"
Vaishnav Jayesh,3 stars ...everything is okay but the local media streaming..after the latest update ..local network is not working properly..earlier i used to watch videos of my computer in my smartphone using VLC local share option ..nnnn... in my computer settings .sharing is on and even i check windows firewall settings..nothing wrong form my computer. computer sharing configuration is perfectly set..,14,5,"April 10, 2020"
Daniel Ickes,The app is ok but it constantly shows a notification with the text Loading on my OnePlus 6 and it's annoying.,3,3,"April 24, 2020"
Ketan Shah,"Great app, have been using for ages, only criticism I have is subtitles not casting to chromecast otherwise really recommend",2,3,"April 26, 2020"
Pierre Duparte,"I revisited VLC when Hi-Fi Cast stopped playing Flac files on my devices I'm a long time VLC user on my PC, so pleased to see the Android development has gone ahead leaps and bounds. VLC plays most formats, has great performance across my LAN. It is only let down by the klunky means to build audio playlists on Android small devices.",28,4,"April 4, 2020"
Sreedhar Murali,I was a die hard fan of mx player...I watch movies a lot.. i noticed unnecessary high temperature while watching movies... As if iam playing pubg... And shifted to vlc and now its so peaceful...,3,4,"April 26, 2020"
olofinkua james,"I can't download subtitles from the app. It keeps tellingSorry an error occurred, try again later",,5,"April 29, 2020"
Gabino Gem,Not bad...but not showing subtitles after i upgraded. Please try and fix it.,,4,"May 1, 2020"
Evan B,"It's ad free, open source & has all the features I want from a media player. 5 stars all the way.",3,3,"April 24, 2020"
Peter Greenacre,My videos constantly freezes after I press play changed network cache thing. No help. Google no help and these guys ignore me.,7,5,"April 28, 2020"
Eric Oppong,"This app is awesome, except that I can't find cross fade mixer option for audiomusic.",4,1,"April 28, 2020"
Magdalena's Sweet Cravings,It works really well. I would just like to be able to cast subtitles to chromecast too.,3,4,"April 26, 2020"
Nathan Libebe,"The best so far ...no ads,,,,plays most formats both video and sound... It deserves 5 star",1,4,"April 27, 2020"
Irshad Ahmed,Great player... Please add next video option also as mx player has... I mean when I open a video from a folder then I have next video option available for all videos.,6,5,"April 17, 2020"
Peyman H,The best video  audio player app.. everyone needs to have this on their phone. Players ALL formats.,2,5,"April 22, 2020"
Юрий Виноградов,Important feature for me is playing video when smartphone locked. Video is playing but apps crashes when I unlock screen and try to open it,1,5,"April 26, 2020"
Edson Barlow,"Was absolutely great until last update, now I can't play video as audio it will just crash if I try. (Using Verizon Note9) Edit; I've figured the issue, it's working great now, it was not your fault, it was some other software I was running that caused it to crash.",12,2,"April 10, 2020"
Kendrick Brown,"Disappointed & Frustrating. The brightness seems to be interacting with the video's lighting (I think). If the video's lighting is dark (shot at night) the app's brightness tends to also get dark and sometimes the app's brightness bounces from 100% to nothing at all to the point where I can't see anything. I updated it to the latest version but alas, nothing has changed. I've been using VLC for many years now and this is the first time I encountered such thing. Fix this, ASAP. 😤",338,5,"March 24, 2020"
