,Name,Review,Label,UpVotes,Rating,Date,Keywords
72,Béla Ságodi,"This used to be the best video player app. Not any more. Was it really absolutely necessary to screw it all up with your constant compulsive development? 10 years ago vlc was just perfect. Now it is unable to handle subtitles, it is struggling with the aspect ratio, the whole user experience has g","Update Issue,Functional Complaint",388.0,2.0,"January 24, 2020","['video player app', 'absolutely', 'screw', 'constant compulsive development', '10 years ago vlc', 'perfect', 'unable', 'handle subtitles', 'struggling', 'aspect ratio', 'user experience']"
73,muhammad ahmad,"Have spotted an issue, to replicate: 1.Add downloaded subtitles to a video 2.add some subtitles delay 3. Minimize the app 4.maximize the app again And it would start the seek time but video and audio would not play.",Functional Complaint,4.0,1.0,"February 11, 2020","['spotted', 'issue', 'replicate', 'add downloaded subtitles', 'video 2', 'add', 'subtitles delay 3', 'minimize', 'app 4', 'maximize', 'app', 'start', 'seek time', 'video', 'audio', 'play']"
74,Jay Marker,"Hand-down the *best* media player, not only on Android, but on PC as well. Clean UI, free, fast, and, best of all, NO ADS.",Uninteresting Comment,16.0,5.0,"February 4, 2020","['hand-', '*', '* media player', 'android', 'pc', 'clean ui', 'free', 'fast', 'ads']"
75,Chuck Jones,"Installed ok, started a 2.4k video (my reason for choosing VLC), the video started and froze immediatly, but audio and timeline kept running, uninstalled. Apparently not applicable for my android tab4 10.1 tablet.","Compatibility Issue,Functional Complaint",7.0,5.0,"February 9, 2020","['installed', 'started', '4k video', 'reason', 'choosing vlc', 'video started', 'froze immediatly', 'audio', 'timeline', 'running', 'uninstalled', 'apparently', 'applicable', 'android tab4 10', '1 tablet']"
76,KING Mali,Its a cool app. Pretty much does everything it needs to do except two things which is beginning to bug me. 1. It doesnt scan all medias properly on my device so when i add movies onto my SD card it doesnt show any or it will show some but not all. 2. Files would randomly disappear from the home page,Functional Complaint,60.0,1.0,"January 27, 2020","['cool app', 'pretty', 'things', 'beginning', 'bug', 'doesnt scan', 'medias properly', 'device', 'add movies', 'sd card', 'doesnt show', 'show', 'files', 'randomly disappear', 'home page']"
77,Greg Schermerhorn,"The BEST Android video player available PERIOD! VLC plays every type of video available on your device, phone or tablet, when you want it and does it FLAWLESSLY! I have used VLC Player on my PC, phone, & tablet for years. I have tried lots of media players over the years. Stop messing with codec dow",Uninteresting Comment,55.0,4.0,"January 25, 2020","['android video player', 'period', 'vlc plays', 'type', 'video', 'device', 'phone', 'tablet', 'flawlessly', 'vlc player', 'pc', 'phone', '& tablet', 'years', 'lots', 'media players', 'years', 'stop messing', 'codec dow']"
78,Terence 1Plus,"Great app but have issues. Won't play audiovideo. Have to constantly tap play and eventually audio will play. Tried force stop, phone reboot, reinstall... No diff",Functional Complaint,8.0,5.0,"February 5, 2020","['great app', 'issues', 'won', 'play audiovideo', 'constantly tap play', 'eventually audio', 'play', 'force stop', 'phone reboot', 'reinstall', 'diff']"
79,Aditya Agarwal,The best part that I personally like about VLC is the power to download subtitle for the specific video from the app itself. No need for extra work.,Uninteresting Comment,8.0,5.0,"February 11, 2020","['part', 'personally', 'vlc', 'power', 'download subtitle', 'specific video', 'app', 'extra work']"
80,Malcolm Buc,Unable to play video folder that plays using VLC on desktop. Only plays single files. Also refuses to return to start of video. So really of no use so will uninstall. Pity. Using Samsung J6.,Functional Complaint,13.0,5.0,"February 5, 2020","['unable', 'play video folder', 'plays', 'vlc', 'desktop', 'plays single files', 'refuses', 'return', 'start', 'video', 'uninstall', 'pity', 'samsung j6']"
81,Xper User,Why don't m4a files play anymore? They use to until a while back. I could play an mp4 and the audio from the m4a with the same name would play automatically. That doesn't happen anymore.,Functional Complaint,8.0,1.0,"February 15, 2020","['don', 'm4a files play anymore', 'back', 'play', 'mp4', 'audio', 'm4a', 'play automatically', 'doesn', 'happen anymore']"
82,Homa Dimkpa,Good app but since the last update it's having glitches. Minimize app and you have to start video from afresh. That is stressful,Update Issue,4.0,4.0,"February 8, 2020","['good app', 'update', 'glitches', 'minimize app', 'start video', 'afresh', 'stressful']"
83,Mike Spike,"Dont worry anymore , I installed MX Player - works great - previously: (WHEN ARE YOU GOING TO FIX THIS??? Why is the freakin volume bar coming up when you only want to swipe right to forward a video a bit? Or when you pause once and started playing the video again, then if you swipe right to forward",Functional Complaint,48.0,4.0,"January 23, 2020","['dont worry anymore', 'installed mx player', 'works great', 'previously', 'fix', 'freakin volume bar coming', 'swipe', 'forward', 'video', 'bit', 'pause', 'started playing', 'video', 'swipe', 'forward']"
84,RadioactiveRatt,"It's a good player but I've had two problems. If I play an audiobook from a url, it won't remember where I left off at. Even if I paused it only five minutes ago. Downloaded songs to my phone and made a playlist. Tried to play the playlist amd it only plays a single song over and over. Tried hitting",Functional Complaint,12.0,1.0,"February 1, 2020","['good player', 've', 'problems', 'play', 'audiobook', 'url', 'won', 'remember', 'left', 'paused', 'minutes ago', 'downloaded songs', 'phone', 'made', 'playlist', 'play', 'playlist amd', 'plays', 'single song', 'hitting']"
85,Ananda Rizky,"Its free, up-to-date (duh, its open source), and best of all, no ads and a pretty light app with a lot of media files support",Uninteresting Comment,6.0,3.0,"February 11, 2020","['free', 'up-to-date', 'duh', 'open source', 'ads', 'pretty light app', 'lot', 'media files support']"
86,Panda,I have had this app for a while now but I have never learned how to use it. How do you connect it to the streaming app??? Do you have instructions  directions a how to would be nice. Now with money being less available to the masses tablet streaming has started changing as well. Information in this,User Interface,15.0,5.0,"January 23, 2020","['app', 'learned', 'connect', 'streaming app', 'instructions  directions', 'nice', 'money', 'masses tablet streaming', 'started changing', 'information']"
87,Christina Duncan,Great player. The picture in picture feature locks up and will not close.,Functional Complaint,4.0,1.0,"February 5, 2020","['great player', 'picture', 'picture feature locks', 'close']"
88,Amadeus Mozart,"Updated to Jan 27, 2020 edn. and Chromecast stopped working, even disappearing as an inapp icon. On pixel 4 latest standard Android.",Update Issue,4.0,4.0,"February 5, 2020","['updated', 'jan 27', '2020 edn', 'chromecast stopped working', 'disappearing', 'inapp icon', 'pixel 4 latest standard android']"
89,Super Cartoonist,The Casting button is replaced with the Resume button even though I'm not casting anything and I'm still connected to wifi. I tried uninstalling and reinstalling the app and still the casting button not appearing. I don't want to dig any deeper into my phone just to delete every trace of vlc just to,User Interface,36.0,1.0,"January 29, 2020","['casting button', 'replaced', 'resume button', 'casting', 'connected', 'wifi', 'uninstalling', 'reinstalling', 'app', 'casting button', 'appearing', 'don', 'dig', 'deeper', 'phone', 'delete', 'trace', 'vlc']"
90,Tony Mace,Decent player but the Android Auto side of the app needs a lot of work. Biggest thing is that media rarely ever resumes when you launch the app in AA. This usually means I have to launch the app on the phone to resume playback. Really need to add resume button in AA like there is in the app.,Functional Complaint,6.0,2.0,"February 1, 2020","['decent player', 'android auto side', 'app', 'lot', 'work', 'biggest thing', 'media rarely', 'resumes', 'launch', 'app', 'aa', 'means', 'launch', 'app', 'phone', 'resume playback', 'add resume button', 'aa', 'app']"
91,Checkers Boards,"You changed the whole thing. Why? It was fine before. Now only 1 movie at a time. It won't play whole seasons of shows. When grouping it won't give you landscaping mode, just a straight on the left thumbnail list. You just can't leave things alone. I use this app every day. Now I'm looking for a new",Update Issue,150.0,4.0,"December 7, 2019","['changed', 'thing', 'fine', '1 movie', 'time', 'won', 'play', 'seasons', 'shows', 'grouping', 'won', 'give', 'landscaping mode', 'straight', 'left thumbnail list', 'leave things', 'app', 'day']"
92,hywel griffiths,"Was good, updated have broken playlists though so it's now not possible to add new songs. Which makes them pointless",Update Issue,8.0,3.0,"February 5, 2020","['good', 'updated', 'broken playlists', 'add', 'songs', 'makes', 'pointless']"
93,Yuki Akashiya,"While I'm a fan of VLC, you made a lot of ****** change in it and lots of videos and movies are out of sync. I know I can change the delay of these, but it wasn't like that before.These video are perfectly fine in other video player, on pay and etc. You seriously need to fix this. I don't know wha",Update Issue,143.0,2.0,"December 9, 2019","['fan', 'vlc', 'made', 'lot', '****** change', 'lots', 'videos', 'movies', 'sync', 'change', 'delay', 'wasn', 'video', 'perfectly fine', 'video player', 'pay', 'fix', 'don', 'wha']"
